name,type,start_time,duration,"mosi","miso"
"SPI","result",0.34460814,1.502e-05,0x48,0xFF
"SPI","result",0.34463662,1.502e-05,0x23,0xFF
"SPI","result",0.34466512,1.5e-05,0x2E,0xFF
"SPI","result",0.34470684,1.502e-05,0x2B,0xFF
"SPI","result",0.34473532,1.502e-05,0x90,0xFF
"SPI","result",0.34476382,1.5e-05,0xB1,0xFF
"SPI","result",0.3447923,1.5e-05,0x4E,0xFF
"SPI","disable",0.34481704,1.99999995e-08,,
"SPI","enable",0.34482628,2.00000004e-08,,
"SPI","result",0.34483228,1.5e-05,0x44,0xFF
"SPI","result",0.34485926,1.5e-05,0xFF,0x00
"SPI","disable",0.34488224,1.99999995e-08,,
"SPI","enable",0.3448835,2.00000004e-08,,
"SPI","result",0.3448895,1.5e-05,0x44,0xFF
"SPI","result",0.34491648,1.5e-05,0xFF,0xFF
"SPI","disable",0.34493972,1.99999995e-08,,
"SPI","enable",0.3449757,2.00000004e-08,,
"SPI","result",0.3449852,1.5e-05,0xEA,0xFF
"SPI","result",0.34503518,1.5e-05,0x3F,0xFF
"SPI","result",0.34506366,1.5e-05,0xB9,0xFF
"SPI","result",0.34509214,1.5e-05,0xE8,0xFF
"SPI","result",0.34512062,1.5e-05,0x8B,0xFF
"SPI","result",0.3451491,1.502e-05,0xA9,0xFF
"SPI","result",0.34517758,1.502e-05,0xCA,0xFF
"SPI","result",0.34520608,1.5e-05,0xD6,0xFF
"SPI","disable",0.34523082,1.99999995e-08,,
"SPI","enable",0.34524006,2.00000013e-08,,
"SPI","result",0.34524606,1.5e-05,0x44,0xFF
"SPI","result",0.34527304,1.5e-05,0xFF,0x00
"SPI","disable",0.34529602,1.99999995e-08,,
"SPI","enable",0.34529728,1.99999995e-08,,
"SPI","result",0.34530328,1.5e-05,0x44,0xFF
"SPI","result",0.34535174,1.502e-05,0xFF,0xFF
"SPI","disable",0.34537498,2.00000004e-08,,
"SPI","enable",0.34541096,1.99999995e-08,,
"SPI","result",0.34542044,1.502e-05,0x05,0xFF
"SPI","result",0.34544894,1.5e-05,0xD2,0xFF
"SPI","result",0.34547742,1.5e-05,0xE5,0xFF
"SPI","result",0.3455059,1.502e-05,0xBE,0xFF
"SPI","result",0.34553438,1.502e-05,0xD1,0xFF
"SPI","result",0.34556286,1.502e-05,0x27,0xFF
"SPI","result",0.34559136,1.5e-05,0x55,0xFF
"SPI","result",0.34561984,1.502e-05,0x82,0xFF
"SPI","disable",0.34564458,2.00000013e-08,,
"SPI","enable",0.34565382,1.99999995e-08,,
"SPI","result",0.34568106,1.502e-05,0x44,0xFF
"SPI","result",0.34570806,1.5e-05,0xFF,0x00
"SPI","disable",0.34573104,1.99999995e-08,,
"SPI","enable",0.34573228,1.99999995e-08,,
"SPI","result",0.34573828,1.502e-05,0x44,0xFF
"SPI","result",0.34576528,1.5e-05,0xFF,0xFF
"SPI","disable",0.3457885,1.99999995e-08,,
"SPI","enable",0.34582448,2.00000004e-08,,
"SPI","result",0.34583398,1.502e-05,0xE5,0xFF
"SPI","result",0.34586248,1.5e-05,0x56,0xFF
"SPI","result",0.34589096,1.5e-05,0x2A,0xFF
"SPI","result",0.34591944,1.5e-05,0x3B,0xFF
"SPI","result",0.34594792,1.5e-05,0x76,0xFF
"SPI","result",0.3459764,1.5e-05,0x76,0xFF
"SPI","result",0.34602238,1.5e-05,0x96,0xFF
"SPI","result",0.34605086,1.5e-05,0x48,0xFF
"SPI","disable",0.3460756,1.99999995e-08,,
"SPI","enable",0.34608484,2.00000004e-08,,
"SPI","result",0.34609084,1.5e-05,0x44,0xFF
"SPI","result",0.34611782,1.5e-05,0xFF,0x00
"SPI","disable",0.3461408,1.99999995e-08,,
"SPI","enable",0.34614206,2.00000004e-08,,
"SPI","result",0.34614806,1.5e-05,0x44,0xFF
"SPI","result",0.34617504,1.5e-05,0xFF,0xFF
"SPI","disable",0.34619828,1.99999995e-08,,
"SPI","enable",0.34623426,2.00000004e-08,,
"SPI","result",0.34624374,1.502e-05,0x05,0xFF
"SPI","result",0.34635068,1.502e-05,0x8E,0xFF
"SPI","result",0.34637918,1.5e-05,0x26,0xFF
"SPI","result",0.34640766,1.5e-05,0xD8,0xFF
"SPI","result",0.34643614,1.502e-05,0x5D,0xFF
"SPI","result",0.34646462,1.502e-05,0x01,0xFF
"SPI","result",0.34649312,1.5e-05,0xA7,0xFF
"SPI","result",0.3465216,1.502e-05,0x88,0xFF
"SPI","disable",0.34654634,1.99999995e-08,,
"SPI","enable",0.34655558,2.00000004e-08,,
"SPI","result",0.34656158,1.5e-05,0x44,0xFF
"SPI","result",0.34658856,1.502e-05,0xFF,0x00
"SPI","disable",0.34661156,2.00000004e-08,,
"SPI","enable",0.3466128,2.00000004e-08,,
"SPI","result",0.3466188,1.502e-05,0x44,0xFF
"SPI","result",0.34664578,1.502e-05,0xFF,0xFF
"SPI","disable",0.34667452,2.00000004e-08,,
"SPI","enable",0.3467105,2.00000004e-08,,
"SPI","result",0.34672,1.5e-05,0xE2,0xFF
"SPI","result",0.34674848,1.502e-05,0x89,0xFF
"SPI","result",0.34677696,1.502e-05,0xCC,0xFF
"SPI","result",0.34680544,1.502e-05,0x63,0xFF
"SPI","result",0.34683394,1.5e-05,0x79,0xFF
"SPI","result",0.34686242,1.5e-05,0x95,0xFF
"SPI","result",0.3468909,1.502e-05,0x00,0xFF
"SPI","result",0.34691938,1.502e-05,0x4B,0xFF
"SPI","disable",0.34694412,1.99999995e-08,,
"SPI","enable",0.34695336,2.00000004e-08,,
"SPI","result",0.34695936,1.502e-05,0x44,0xFF
"SPI","result",0.34700784,1.502e-05,0xFF,0x00
"SPI","disable",0.34703084,2.00000004e-08,,
"SPI","enable",0.34703208,2.00000004e-08,,
"SPI","result",0.34703808,1.5e-05,0x44,0xFF
